Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,IntroAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,StillEffect,ChargedShotEffect,DisableHeadRotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerGuardAddon,,peep_guard_geo.scw,,,,,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepPortrait,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerSwitchAddon,,peep_switch_geo.scw,,,,,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepPortrait,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerLevelerEscavalier,PowerLeveler,surge_cavaliere_geo.glb,,,surge_portrait.scw,emz_intro_pose.scw,,SurgeIdle,SurgeKnightWalk,,SurgeSecondary,SurgeAttackRecoil,,,,SurgeReload,SurgePushback,SurgeKnightWin,SurgeKnightWinloop,SurgeKnightLose,SurgeKnightLoseloop,SurgeIdle,SurgeKnightWin,SurgeKnightWinloop,SurgeKnightWin,SurgeIdle,SurgeIdle,SurgeProfile,SurgeIdle,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerLevelerRocket,PowerLeveler,surge_rocket_geo.glb,,,surge_portrait.scw,emz_intro_pose.scw,,SurgeIdle,SurgeWalk,,SurgeRocketSecondary,SurgeAttackRecoil,,,,SurgeReload,SurgePushback,SurgeRocketWin,SurgeRocketWinloop,SurgeLose,SurgeLoseloop,SurgeIdle,SurgeRocketWin,SurgeRocketWinloop,SurgeRocketWin,SurgeIdle,SurgeIdle,SurgeProfile,SurgeIdle,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge_Rocket_trail_1,Surge_Rocket_trail_2,Surge_Rocket_trail_3,Surge_Rocket_trail_4,ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorGladiator,Luchador,primo_gladiator_geo.scw,,,primo_portrait.scw,emz_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorProfile,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorCineroar,Luchador,el_cineroar_geo.scw,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LuchadorRudoWin,LuchadorRudoWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LuchadorRudoWin,LuchadorRudoWinloop,LuchadorRudoWin,LouchadorIdle,LouchadorIdle,LouchadorRudoPortrait,LouchadorRudoPortrait,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorDark,Luchador,primo_dark_geo.scw,,,primo_portrait.scw,primo_intro_pose.scw,,LuchadorReyIdle,LuchadorReyWalk,LuchadorReyPrimary,LuchadorReySecondary,LuchadorReyRecoil,LuchadorReyRecoil2,LuchadorReyRecoil,,,LouchadorPushback,LuchadorRudoWin,LuchadorRudoWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LuchadorRudoWin,LuchadorRudoWinloop,LuchadorRudoWin,LouchadorIdle,LouchadorIdle,LouchadorRudoPortrait,LouchadorRudoPortrait,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorMasked,Luchador,primo_mask_geo.scw,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorIntro,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorNoFace,Luchador,primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorIntro,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorPekka,Luchador,primo_pekka_geo.scw,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorIntro,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,PrimoStill,PrimoStill,PrimoWin,PrimoWinLoop,PrimoLose,PrimoLoseLoop,PrimoWinLoop,PrimoWin,PrimoWinLoop,PrimoWin,PrimoStill,PrimoStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorOLD,Luchador,primo_old_geo.scw:body+buckle1,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdleOLD,LouchadorWalkOLD,LouchadorPrimaryOLD,LouchadorSecondaryOLD,LouchadorRecoilOLD,LouchadorRecoil2OLD,LouchadorRecoilOLD,,,LouchadorPushbackOLD,LouchadorWinOLD,LouchadorWinloopOLD,LouchadorLoseOLD,LouchadorLoseloopOLD,LouchadorIdleOLD,LouchadorWinOLD,LouchadorWinloopOLD,LouchadorWinOLD,LouchadorIdleOLD,LouchadorIdleOLD,LouchadorProfileOLD,LouchadorProfileOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanRobo,Shaman,nita_geo.scw,,,nita_base_cam.scw,emz_intro_pose.scw,,ShamanIdle,ShamanWalk,ShamanAttack,ShamanSecondary,ShamanRecoil,,ShamanRecoil,,ShamanReload,ShamanPushback,ShamanWin,ShamanWinloop,ShamanLose,ShamanLoseloop,ShamanIdle,ShamanWin,ShamanWinloop,ShamanWin,ShamanIdle,ShamanIdle,ShamanProfile,ShamanProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanBearDefaultRobo,ShamanPet,meleebot_geo.scw:body+head,,,portrait_cam.scw,emz_intro_pose.scw,,MeleeBotIdle,MeleeBotWalk,MeleeBotIdle,MeleeBotIdle,MeleeBotRecoil,MeleeBotRecoil2,MeleeBotRecoil,MeleeBotIdle,MeleeBotIdle,MeleeBotPushback,MeleeBotWin,MeleeBotWinloop,MeleeBotLose,MeleeBotLoseloop,MeleeBotIdle,MeleeBotWin,MeleeBotWinloop,MeleeBotWin,MeleeBotIdle,MeleeBotIdle,MeleeBotIdle,MeleeBotIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanKitty,Shaman,nita_geo.scw,,,nita_base_cam.scw,emz_intro_pose.scw,,ShamanIdle,ShamanWalk,ShamanAttack,ShamanSecondary,ShamanRecoil,,ShamanRecoil,,ShamanReload,ShamanPushback,ShamanWin,ShamanWinloop,ShamanLose,ShamanLoseloop,ShamanIdle,ShamanWin,ShamanWinloop,ShamanWin,ShamanIdle,ShamanIdle,ShamanProfile,ShamanProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanLobster,Shaman,nita_lobster_geo.scw,,,nita_base_cam.scw,emz_intro_pose.scw,,ShamanIdle,ShamanWalk,ShamanAttack,ShamanSecondary,ShamanRecoil,,ShamanRecoil,,ShamanReload,ShamanPushback,ShamanWin,ShamanWinloop,ShamanLose,ShamanLoseloop,ShamanIdle,ShamanWin,ShamanWinloop,ShamanWin,ShamanIdle,ShamanIdle,ShamanProfile,ShamanProfile,,,,,,NitaStill,NitaStill,NitaWin,NitaWinLoop,NitaLose,NitaLoseLoop,NitaWinLoop,NitaWin,NitaWinLoop,NitaWin,NitaStill,NitaStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanBearLobster,ShamanPet,nita_bear_lobster_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,BearShibaIdle,BearWalk,BearAttack,BearShibaIdle,BearRecoil,,BearShibaIdle,,BearShibaIdle,BearPushback,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeFootballNoFace,TntDude,dynamike_coach_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,DynamikeCoachIdle,DynamikeCoachWalk,DynamikeCoachPrimary,DynamikeCoachSecondary,DynamikeCoachRecoil,,DynamikeCoachUlti,,DynamikeCoachReload,DynamikeCoachPushback,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachLose,DynamikeCoachLoseloop,DynamikeCoachIdle,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachWin,DynamikeCoachIdle,DynamikeCoachIdle,TntguyProfile,TntguyProfile,,,,,,,,,,,,,,,,,,,,,true,true,Mike005Projectile,,Mike005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpawnerDudeGamer,SpawnerDude,mrp_gamer_geo.scw,,,mrp_portrait.scw,emz_intro_pose.scw,,MrPIdle,MrPWalk,MrPAttack,MrPAttack,MrPRecoil,,MrPRecoil,,,MrPPushBack,MrPWin,MrPWinloop,MrPLose,MrPLoseloop,MrPIdle,MrPWin,MrPWinloop,MrPWin,MrPIdle,MrPIdle,MrPPortrait,MrPPortrait,,,,,,,,,,,,,,,,,,,,,true,,,,,mrp_def_atk,mrp_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterRose,Percenter,colette_geo.scw,,,colette_portrait.scw,emz_intro_pose.scw,,ColetteIdle,ColetteWalk,ColetteAttack,ColetteSuper,ColetteRecoil,,ColetteIdle,,ColetteIdle,ColetteIdle,ColetteWin,ColetteIdle,ColetteLose,ColetteLoseloop,ColetteIdle,ColetteWin,ColetteIdle,ColetteWin,ColetteIdle,ColetteIdle,ColettePortrait,ColetteIdle,,,,,,,,,,,,,,,,,,,,,true,,,,,colette_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterWarrior,Percenter,colette_warrior_geo.glb,,,colette_portrait.scw,emz_intro_pose.scw,,ColetteIdle,ColetteWalk,ColetteAttack,ColetteSuper,ColetteRecoil,,ColetteIdle,,ColetteIdle,ColetteIdle,ColetteWin,ColetteIdle,ColetteLose,ColetteLoseloop,ColetteIdle,ColetteWin,ColetteIdle,ColetteWin,ColetteIdle,ColetteIdle,ColettePortrait,ColetteIdle,,,,,,ColetteStill,ColetteStill,ColetteWin,ColetteWinLoop,ColetteLose,ColetteLoseLoop,ColetteWinLoop,ColetteWin,ColetteWinLoop,ColetteWin,ColetteStill,ColetteStill,,,,true,,,,,colette_def_atk,,,,max_003_ulti_use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterAngel,Percenter,colette_angel_geo.scw,,,colette_demon_portrait.scw,emz_intro_pose.scw,,ColetteTrixieIdle,ColetteTrixieWalk,ColetteTrixieAttack,ColetteTrixieSuper,ColetteTrixieRecoil,,ColetteTrixieIdle,,ColetteTrixieIdle,ColetteTrixieIdle,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieLose,ColetteTrixieLoseloop,ColetteTrixieIdle,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieWin,ColetteTrixieIdle,ColetteTrixieIdle,ColetteTrixiePortrait,ColetteTrixiePortrait,,,,,,Colette002Still,Colette002Still,Colette002Win,Colette002WinLoop,Colette002Lose,Colette002LoseLoop,Colette002WinLoop,Colette002Win,Colette002WinLoop,Colette002Win,Colette002Still,Colette002Still,,,,true,,Colette002Projectile,,,colette_002_atk,,,,,,,,colette_002_ulti,colette_002_ulti_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlowerToy,Blower,gale_geo.scw,,,gale_base_cam.scw,emz_intro_pose.scw,,GaleIdle,GaleWalk,GalePrimary,GalePrimary,GaleRecoil,,GaleRecoil,,GaleIdle,GalePushback,GaleWin,GaleWinloop,GaleLose,GaleLoseloop,GaleIdle,GaleWin,GaleWinloop,GaleWin,GaleIdle,GaleLose,GalePortrait,GaleIdle,,,,,,,,,,,,,,,,,,,,,true,true,,,,gale_def_atk,gale_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnragerDefault,Enrager,edgar_geo.scw,,,edgar_base_cam.scw,emz_intro_pose.scw,,EdgarIdle,EdgarWalk,EdgarAttack,EdgarSuper,EdgarRecoil,,EdgarRecoil,,EdgarIdle,EdgarPushback,EdgarWin,EdgarWinloop,EdgarLose,EdgarLoseloop,EdgarIdle,EdgarWin,EdgarWinloop,EdgarWin,EdgarIdle,EdgarIdle,EdgarProfile,EdgarIdle,,,,,,,,EdgarWin,EdgarWinLoop,EdgarLose,EdgarLoseLoop,EdgarIdle,EdgarWin,EdgarIdle,EdgarWin,EdgarIdle,EdgarIdle,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeDefault,IceDude,lou_geo.scw,,,lou_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouWin,LouWinloop,LouLose,LouLoseloop,LouIdle,LouWin,LouWinloop,LouWin,LouIdle,LouIdle,LouPortrait,LouIdle,,,,,,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,LouLose,LouLoseLoop,LouWinLoop,LouWin,LouWinLoop,LouWin,LouStill,LouStill,,,,,,,,,lou_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeKing,IceDude,lou_king_geo.scw,,,lou_king_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouAttack,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouKingWin,LouKingWinloop,LouKingLose,LouKingLoseloop,LouIdle,LouKingWin,LouKingWinloop,LouKingWin,LouIdle,LouIdle,LouKingPortrait,LouIdle,,,,,,Lou002WinLoop,Lou002WinLoop,Lou002Win,Lou002WinLoop,Lou002Lose,Lou002LoseLoop,Lou002WinLoop,Lou002Win,Lou002WinLoop,Lou002Win,Lou002Still,Lou002Still,,,,,,Lou002Projectile,,Lou002UltiProjectile,lou_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeCrooner,IceDude,lou_crooner_geo.scw,,,lou_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerLose,LouCroonerLoseloop,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerWin,LouIdle,LouIdle,LouCroonerPortrait,LouIdle,,,,,,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,Lou003Lose,Lou003LoseLoop,LouWinLoop,LouWin,LouWinLoop,LouWin,LouStill,LouStill,,,,,,Lou003Projectile,,Lou003UltiProjectile,lou_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeBurger,IceDude,lou_burger_geo.scw,,,lou_portrait.scw,emz_intro_pose.scw,,LouIdle,LouBurgerWalk,LouBurgerAtk,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerLose,LouCroonerLoseloop,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerWin,LouIdle,LouIdle,LouPortrait,LouIdle,,,,,,Lou004Still,Lou004Still,Lou004Win,Lou004WinLoop,Lou004Lose,Lou004LoseLoop,Lou004WinLoop,Lou004Win,Lou004WinLoop,Lou004Win,Lou004Still,Lou004Still,,lou_004_lobby_sad,,,,Lou004Projectile,,Lou004UltiProjectile,lou_004_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeKrusty,IceDude,lou_krusty_geo.scw,,,lou_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerLose,LouCroonerLoseloop,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerWin,LouIdle,LouIdle,LouCroonerPortrait,LouIdle,,,,,,Lou004Still,Lou004Still,Lou004Win,Lou004WinLoop,Lou004Lose,Lou004LoseLoop,Lou004WinLoop,Lou004Win,Lou004WinLoop,Lou004Win,Lou004Still,Lou004Still,,lou_004_lobby_sad,,,,Lou004Projectile,,Lou004UltiProjectile,lou_004_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeJuicy,IceDude,lou_juicy_geo.scw,,,lou_portrait.scw,emz_intro_pose.scw,,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouWin,LouWinloop,LouLose,LouLoseloop,LouIdle,LouWin,LouWinloop,LouWin,LouIdle,LouIdle,LouPortrait,LouIdle,,,,,,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,LouLose,LouLoseLoop,LouWinLoop,LouWin,LouWinLoop,LouWin,LouStill,LouStill,,,,,,LouJuicyProjectile,,,lou_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsDefault,Ruffs,ruffs_geo.scw,,,gene_base_cam.scw,emz_intro_pose.scw,,GeneIdle,GeneWalk,GeneAttack,GeneSecondary,GeneAttackRecoil,,GeneSecondaryRecoil,,GeneReload,GenePushback,GeneWin,GeneWinloop,GeneLose,GeneLoseloop,GeneIdle,GeneWin,GeneWinloop,GeneWin,GeneIdle,GeneIdle,GeneProfile,GeneProfile,,,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,RuffsStill,,,,true,true,,,,ruffs_def_atk,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsRonin,Ruffs,ruffs_ronin_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,RuffsRoninIdle,RuffsRoninWalk,RuffsRoninAttack,RuffsRoninSuper,RuffsRoninRecoil,,RuffsRoninSuperRecoil,,RuffsRoninIdle,RuffsRoninPushback,RuffsRoninWin,RuffsRoninWinloop,RuffsRoninLose,RuffsRoninLoseloop,RuffsRoninIdle,RuffsRoninWin,RuffsRoninWinloop,RuffsRoninWin,RuffsRoninIdle,RuffsRoninIdle,RuffsRoninPortrait,RuffsRoninIdle,,,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,RuffsStill,,,,true,true,Ruffs002Projectile,,Ruffs002UltiProjectile,ruffs_def_atk,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsMarshall,Ruffs,ruffs_marshal_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,RuffsIdle,RuffsWalk,RuffsAttack,RuffsSuper,RuffsRecoil,,RuffsSuperRecoil,,RuffsIdle,RuffsPushback,RuffsWin,RuffsWinloop,RuffsLose,RuffsLoseloop,RuffsIdle,RuffsWin,RuffsWinloop,RuffsWin,RuffsIdle,RuffsIdle,RuffsPortrait,RuffsIdle,,,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,RuffsStill,,,,true,true,Ruffs003Projectile,,Ruffs003UltiProjectile,ruffs_def_atk,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsCerber,Ruffs,ruffs_cerber_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,RuffsIdle,RuffsWalk,RuffsAttack,RuffsSuper,RuffsRecoil,,RuffsSuperRecoil,,RuffsIdle,RuffsPushback,RuffsWin,RuffsWinloop,RuffsLose,RuffsLoseloop,RuffsIdle,RuffsWin,RuffsWinloop,RuffsWin,RuffsIdle,RuffsIdle,RuffsPortrait,RuffsIdle,,,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,RuffsStill,,,,true,true,RuffsCerberProjectile,,,ruffs_def_atk,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsCoverDefault,RuffsCover,ruffs_sandbags.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RollerDefault,Roller,stu_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,TntguyIdle,TntguyWalk,TntguyPrimary,TntguySecondary,TntguyRecoil,,TntguyUlti,,TntguyReload,TntguyPushback,TntguyWin,TntguyWinloop,TntguyLose,TntguyLoseloop,TntguyIdle,TntguyWin,TntguyWinloop,TntguyWin,TntguyIdle,TntguyIdle,TntguyProfile,TntguyProfile,,,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,DynaStill,stu_def_lobby,,,true,,,,,stu_def_atk,,,,stu_def_ulti_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,stu_def_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
